Фото,Камень,Номер,Адрес,Огранка,Кол-во,Вес ct,Длина,Ширин,Глубин,Цена $ за  ct
,сапфир,С54,7,овал,1,2.48,8.8,8.1,4.2,10
,сапфир,С55,7,капля,1,2.65,10.0,7.2,4.5,10
,сапфир,С56,7,капля,1,2.67,10.0,7.2,4.5,15
,сапфир,С57,7,сердце,1,2.65,8.7,8.5,5.2,10
,сапфир,С58,7,круг,1,2.67,8.6,,3.9,10
,сапфир,С59,7,круг,1,2.74,8.7,,3.9,10
,сапфир,С60,7,круг,1,1.41,6.4,,4.2,10
,сапфир,С61,7,овал,1,2.31,8.7,6.7,4.5,10
,сапфир,С62,7,овал,1,2.39,8.8,6.8,4.5,10
,сапфир,С63,7,маркиз,1,2.23,11.8,6.0,4.1,10
,сапфир,С64,7,октагон,1,1.50,7.4,4.6,3.9,50
,сапфир,С65,7,круг,1,2.11,7.4,,5.0,10
,сапфир,С66,7,круг,2,1.70,5.5,,3.3,15
,сапфир,С67,5,круг,1,1.45,6.6,,3.9,20
,сапфир,С68,7,круг,1,1.60,6.9,,4.6,10
,сапфир,С69,7,круг,1,1.34,6.3,,4.3,10
,сапфир,С7,7,фантазийная,2,3.21,7.4,6.1,5.0,10
,сапфир,С70,19,круг,1,0.50,4.4,,,50
,сапфир,С71,7,круг,1,1.35,6.2,,4.4,10
,сапфир,С72,7,круг,1,1.70,5.7,,4.1,15
,сапфир,С73,7,круг,1,0.89,5.6,,3.8,10
,сапфир,С74,7,круг,1,0.58,4.9,,3.0,15
,сапфир,С75,7,круг,1,1.10,5.9,,4.0,10
,сапфир,С76,7,октагон,1,2.32,10.0,4.6,4.1,10
,сапфир,С77,7,маркиз,2,1.96,9.2,4.4,3.2,10
,сапфир,С79,7,кабошон,2,6.57,8.5,7.1,,10
,сапфир,С8,7,круг,2,3.52,7.4,,4.4,10
,сапфир,С80,21,овал,9,4.33,5.0,4.0,,100
,сапфир,С82,21,овал,9,4.85,4.8,3.9,,100
,сапфир,С85,3,капля,7,2.74,5.0,4.0,,100
,сапфир,С86,19,овал,9,3.50,4.8,3.7,,100
,сапфир,С88,19,овал,9,3.63,5.0,3.8,,100
,сапфир,С9,7,фантазийная,1,1.91,7.9,7.7,5.2,10
,сапфир,С90,19,овал,7,4.20,4.8,3.8,,100
,сапфир,С92,3,овал,9,3.92,5.0,4.0,,100
,сапфир,С93,3,овал,9,4.27,5.0,4.0,,100
,сапфир,С96,3,овал,9,3.69,5.0,4.0,,100
,сапфир,С98,3,овал,9,4.35,5.0,4.0,,100
,апатит,Т1 ,1,трапеция,1,2.50,8.6,7.6,6.2,160
,апатит,Т10,1,сердце,1,5.00,10.0,10.0,6.9,160
,апатит,Т11,1,сердце,1,1.67,7.2,7.6,4.6,150
,апатит,Т12,1,сердце,1,1.49,6.8,8.9,4.5,120
,апатит,Т13,1,сердце,1,1.94,7.2,9.3,4.7,140
,апатит,Т14,1,сердце,1,2.61,8.2,9.6,5.0,170
,апатит,Т15,1,овал,1,1.69,9.9,6.2,4.1,180
,апатит,Т16,1,капля,1,3.35,11.9,8.1,5.0,180
,апатит,Т17,1,октагон,1,4.15,11.2,7.8,5.0,120
,апатит,Т18,1,капля,1,1.76,10.6,6.9,4.4,130
,апатит,Т19,1,октагон,1,3.18,8.5,7.3,6.0,180
,апатит,Т2,1,сердце,1,2.42,8.0,8.6,5.3,180
,апатит,Т20,1,капля,1,1.13,8.1,5.5,3.7,150
,апатит,Т21,1,октагон,1,1.11,6.5,5.0,3.9,120
,апатит,Т22,1,капля,1,0.80,8.1,4.7,3.2,100
,апатит,Т23,1,октагон,1,1.25,6.2,5.6,4.4,180
,апатит,Т24,1,капля,1,1.15,7.4,5.9,3.4,120
,апатит,Т25,1,багет,1,0.94,6.3,4.6,3.6,120
,апатит,Т26,1,круг,1,0.96,6.4,6.4,3.9,120
,апатит,Т27,1,ашер,1,1.41,6.3,6.1,4.7,200
,апатит,Т28,1,круг,1,0.92,5.8,,3.7,150
,апатит,Т29,1,круг,3,1.51,5.0,5.0,2.9,160
,апатит,Т30,1,сердце,1,1.95,7.6,8.9,4.5,160
,апатит,Т31,1,сердце,1,2.33,8.0,8.7,5.2,160
,апатит,Т32,1,ашер,1,0.51,4.9,4.9,3.0,100
,топаз,Т33,1,овал,1,6.40,12.0,10.0,6.9,15
,апатит,Т34,1,круг,1,0.47,4.7,4.7,3.2,80
,апатит,Т35,1,ашер,3,1.09,"4,2            3,6","4,2           3,6","3,3          2,8",140
,апатит,Т36,1,ашер,1,1.55,6.0,6.3,4.4,150
,апатит,Т37,1,октагон,1,1.37,5.6,6.5,4.8,120
,апатит,Т4,1,сердце,1,3.46,9.7,9.7,5.7,200
,апатит,Т5,1,сердце,1,2.16,9.0,7.5,5.0,180
,апатит,Т6,1,сердце,1,2.84,8.5,8.7,5.9,160
,апатит,Т9,1,сердце,1,4.97,10.0,10.4,6.9,160
,аметист,Ф1,2,сердце,1,3.82,11.0,11.7,6.8,25
,аквамарин,Ф10,2,овал,9,3.12,5.0,4.0,,25
,аметист,Ф11,витрина,сердце,1,1.09,,,,50
,аметист,Ф12,2,сердце,1,1.81,8.7,8.7,5.0,25
,аметист,Ф13,2,ашер,1,2.06,7.4,7.3,6.1,10
,аметист,Ф14,2,ашер,1,1.66,7.3,7.4,5.4,15
,аметист,Ф15,2,ашер,1,2.05,7.5,7.4,5.5,10
,аметист,Ф16,2,ашер,1,2.41,8.1,8.1,5.5,15
,аметист,Ф17,2,круг,1,2.60,9.1,,5.8,10
,аметист,Ф18,больш,кушон,1,13.03,16.3,16.3,,6
,аметист,Ф19,2,фантазийная,1,4.52,13.0,10.0,7.0,20
,аметист,Ф2,2,сердце,1,2.96,9.6,10.3,6.4,15
,аметист,Ф20,2,круг,1,1.06,6.6,6.6,4.6,25
,аметист,Ф21,2,круг,1,1.43,7.3,7.3,4.9,25
,аметист,Ф22,2,круг,1,2.32,8.8,8.8,5.7,25
,аметист,Ф23,2,круг,1,2.44,9.0,9.0,5.7,25
,аметист,Ф24,2,ашер,2,3.08,6.9,6.9,5.0,20
,аметист,Ф25,2,ашер,2,3.34,6.8,6.8,5.2,25
,аметист,Ф26,2,ашер,3,3.21,5.8,5.8,4.8,25
,аметист,Ф27,2,ашер,2,3.33,7.0,7.0,5.5,25
,аметист,Ф28,2,ашер,2,2.17,5.9,5.9,4.7,30
,аметист,Ф29,2,ашер,1,2.43,7.8,7.7,6.5,30
,аметист,Ф3,2,сердце,1,2.84,10.2,9.8,6.2,15
,аметист,Ф30,2,ашер,1,1.06,6.0,5.8,5.0,10
,аметист,Ф31,2,ашер,1,1.07,5.8,5.9,4.7,10
,аметист,Ф32,2,ашер,1,1.98,7.8,7.7,,15
,аметист,Ф33,2,ашер,1,1.52,6.5,6.6,,25
,аметист,Ф34,2,ашер,1,1.06,5.7,5.7,,25
,аметист,Ф35,2,ашер,1,0.96,5.9,5.9,,25
,аметист,Ф4,2,сердце,1,2.57,9.2,9.6,5.8,25
,аметист,Ф5,2,сердце,1,1.92,8.8,8.8,5.2,25
,аметист,Ф6,2,сердце,1,1.78,8.5,8.7,5.1,15
,аметист,Ф7,2,сердце,1,1.50,8.0,8.2,4.8,20
,аметист,Ф8,2,овал,5,5.24,7.9,6.0,3.8,20
,аметист,Ф9,больш,капля,2,12.73,17.4,10.1,,15
,цитрин,Ц10,3,круг,3,7.05,9.0,9.0,5.8,25
,цитрин,Ц11,3,круг,36,3.35,2.9,2.9,1.8,30
,цитрин,Ц13,3,круг,15,3.78,4.0,4.0,2.7,25
,цитрин,Ц17,3,круг,23,3.96,3.5,3.5,2.1,30
,цитрин,Ц2,3,круг,9,3.90,5.0,5.0,2.7,25
,цитрин,Ц21,3,круг,9,6.92,6.0,6.0,,25
,цитрин,Ц23,3,круг,9,10.77,7.0,7.0,4.7,25
,цитрин,Ц29,3,круг,5,8.66,8.0,8.0,5.5,25
,цитрин,Ц31,3,сердце,1,2.10,9.1,9.2,5.5,30
,цитрин,Ц32,3,сердце,1,1.58,8.2,8.3,5.0,30
,цитрин,Ц33,3,сердце,1,1.02,6.6,7.2,4.4,25
,цитрин,Ц34,3,сердце,1,2.16,8.3,8.1,6.2,30
,цитрин,Ц35,3,сердце,1,3.80,11.3,9.8,7.1,30
,цитрин,Ц36,3,сердце,2,2.45,7.7,6.9,4.8,25
,цитрин,Ц37,3,сердце,1,2.98,9.7,9.7,6.4,30
,цитрин,Ц38,3,сердце,1,2.73,9.9,9.1,5.6,25
,цитрин,Ц39,3,сердце,1,2.03,8.6,8.6,5.4,30
,цитрин,Ц40,3,сердце,1,1.73,8.8,8.9,4.2,30
,цитрин,Ц41,3,сердце,1,1.57,8.3,7.9,5.1,30
,цитрин,Ц42,3,ашер,3,5.72,"8,5   6,8","8,6   6,9","5,9     5",20
,цитрин,Ц45,3,сердце,2,1.46,6.6,5.8,3.8,20
,цитрин,Ц46,3,гексагон,1,2.85,8.7,8.9,6.7,30
,цитрин,Ц47,3,капля,2,3.55,10.2,7.1,4.8,25
,цитрин,Ц48,3,капля,1,7.94,17.6,11.4,8.0,20
,цитрин,Ц49,3,сердце,2,1.82,6.8,6.7,4.0,30
,цитрин,Ц50,3,ашер,3,2.70,"5,7   5,5","5,8   5,7","4,5   4,3",25
,цитрин,Ц51,больш,круг,1,22.80,17.8,18.4,2.5,6
,цитрин,Ц52,3,круг,1,5.41,12.0,12.0,7.8,30
,цитрин,Ц55,3,сердце,3,1.21,5.2,4.8,3.5,25
,цитрин,Ц56,3,сердце,3,1.21,5.6,5.4,,20
,цитрин,Ц57,3,сердце,3,1.43,6.4,6.0,,20
,цитрин,Ц58,3,сердце,3,1.72,7.3,6.6,,20
,цитрин,Ц59,3,сердце,4,1.83,6.5,6.3,,20
,цитрин,Ц60,3,сердце,1,2.44,9.8,8.7,,20
,цитрин,Ц61,3,сердце,2,1.41,6.6,5.9,,20
,цитрин,Ц62,3,сердце,3,1.37,6.4,5.6,,20
,цитрин,Ц63,3,сердце,3,1.45,7.1,6.6,,20
,цитрин,Ц64,3,сердце,3,1.27,6.3,5.8,,20
,цитрин,Ц71,3,ашер,3,2.11,5.8,4.9,,20
,цитрин,Ц72,3,ашер,3,1.43,5.0,5.1,,20
,цитрин,Ц73,3,ашер,3,1.01,4.5,4.6,,20
,цитрин,Ц76,3,круг,2,2.36,6.80,,,20
,,Я 4хлист,раб,маркиз,8,1.70,6.0,3.0,,
,,Я бабочка,раб,маркиз,3,1.57,,,,
,,Я ветка,раб,маркиз,16,3.55,,,,
